Name,Artist,Album,Track Number
She Ionizes & Atomizes,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,7
Untitled,Modest Mouse,The Fruit That Ate Itself,1
Untitled,Modest Mouse,The Fruit That Ate Itself,4
Untitled,Modest Mouse,The Fruit That Ate Itself,8
Worms Vs. Birds,Modest Mouse,Sad Sappy Sucker,1
From Point A to Point B,Modest Mouse,Sad Sappy Sucker,5
"Blue Cadet-3 , Do You Wanna Connect?",Modest Mouse,Sad Sappy Sucker,15
Call to Dial a Song,Modest Mouse,Sad Sappy Sucker,16
5-4-3-2-1 Lipsoff,Modest Mouse,Sad Sappy Sucker,17
Woodgrain,Modest Mouse,Sad Sappy Sucker,18
Black Blood & Old Newagers,Modest Mouse,Sad Sappy Sucker,21
Austral Opithicus,Modest Mouse,Sad Sappy Sucker,23
Bury Me With It (Album Version),Modest Mouse,Good News For People Who Love Bad News,6
All Night Diner,Modest Mouse,Building Nothing Out Of Something,6
"3rd Planet (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,1
"Never Ending Math Equation (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,2
"Wild Packs Of Family Dogs (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,3
"Broke (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,4
"Paper Thin Walls (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,5
"I Came As A Rat (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,6
"Interstate 8 (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,9
"The Good Times Are Killing Me (Live ""Bootleg"" Version)",Modest Mouse,Baron Von Bullshit Rides Again,10
The Rafters,Moby,18,17
The Artifact & Living,Michael Andrews,Donnie Darko,3
Mad World,Michael Andrews,Donnie Darko,17
Mad World (Alternate Version),Michael Andrews,Donnie Darko,18
Help Help,Mates of State,Re-Arrange Us,7
You Are Free,Mates of State,Re-Arrange Us,8
Bling (Confession Of A King),The Killers,Sam's Town,4
Change Your Mind,The Killers,Hot Fuss,8
Bend & Break,Keane,Hopes And Fears,3
Line of Fire (Live),Journey,The Essential Journey,20
Let It Take You Back (European Bonus),Journey,Revelation,12
Only The Young,Journey,Revelation,13
Don't Stop Believin',Journey,Revelation,14
Wheel In The Sky,Journey,Revelation,15
Faithfully,Journey,Revelation,16
Any Way You Want It,Journey,Revelation,17
Who's Crying Now,Journey,Revelation,18
Separate Ways,Journey,Revelation,19
Lights,Journey,Revelation,20
Open Arms,Journey,Revelation,21
Be Good To Yourself,Journey,Revelation,22
Stone In Love,Journey,Revelation,23
Only the Young,Journey,Greatest Hits,1
Don't Stop Believin',Journey,Greatest Hits,2
Wheel in the Sky,Journey,Greatest Hits,3
Faithfully,Journey,Greatest Hits,4
I'll Be Alright Without You,Journey,Greatest Hits,5
Any Way You Want It,Journey,Greatest Hits,6
Who's Crying Now,Journey,Greatest Hits,8
Separate Ways (Worlds Apart),Journey,Greatest Hits,9
Lights,Journey,Greatest Hits,10
"Lovin', Touchin', Squeezin'",Journey,Greatest Hits,11
Open Arms,Journey,Greatest Hits,12
Girl Can't Help It,Journey,Greatest Hits,13
Send Her My Love,Journey,Greatest Hits,14
Be Good to Yourself,Journey,Greatest Hits,15
Big Casino,Jimmy Eat World,Chase This Light,1
Let It Happen,Jimmy Eat World,Chase This Light,2
Always Be,Jimmy Eat World,Chase This Light,3
Carry You,Jimmy Eat World,Chase This Light,4
Electable (Give It Up),Jimmy Eat World,Chase This Light,5
Gotta Be Somebody's Blues,Jimmy Eat World,Chase This Light,6
Feeling Lucky,Jimmy Eat World,Chase This Light,7
Here It Goes,Jimmy Eat World,Chase This Light,8
Chase This Light,Jimmy Eat World,Chase This Light,9
Firefight,Jimmy Eat World,Chase This Light,10
Dizzy,Jimmy Eat World,Chase This Light,11
Aero Opening,Jean Michel Jarre,Aero,1
Aero,Jean Michel Jarre,Aero,3
Equinoxe 8,Jean Michel Jarre,Aero,4
Oxygene 4,Jean Michel Jarre,Aero,5
Aerology,Jean Michel Jarre,Aero,7
Equinoxe 3,Jean Michel Jarre,Aero,8
Equinoxe 4,Jean Michel Jarre,Aero,9
Last Rendez-Vous,Jean Michel Jarre,Aero,10
Zoolookology,Jean Michel Jarre,Aero,11
Aerozone,Jean Michel Jarre,Aero,12
Magnetic Fields 1,Jean Michel Jarre,Aero,13
chronology 6,Jean Michel Jarre,Aero,14
rendez-Vous 4 (hidden track),Jean Michel Jarre,Aero,15
1973 (Acoustic),James Blunt,All The Lost Souls,11
Stella was a diver and she was always down,Interpol,Turn On The Bright Lights,8
Who Do You Think,Interpol,Our Love To Admire,9
The Lighthouse,Interpol,Our Love To Admire,11
Next Exit,Interpol,Antics: The Special Edition,1
Evil,Interpol,Antics: The Special Edition,2
Take You On A Cruise,Interpol,Antics: The Special Edition,4
Slow Hands,Interpol,Antics: The Special Edition,5
Not Even Jail,Interpol,Antics: The Special Edition,6
Public Pervert,Interpol,Antics: The Special Edition,7
C'mere,Interpol,Antics: The Special Edition,8
Length Of Love,Interpol,Antics: The Special Edition,9
A Time to Be So Small,Interpol,Antics: The Special Edition,10
Song Seven,Interpol,Antics: The Special Edition,11
Narc (Paul Banks Remix),Interpol,Antics: The Special Edition,12
Not Even Jail (Daniel Kessler Remix),Interpol,Antics: The Special Edition,13
Fog Vs. Mould For the Length of Love,Interpol,Antics: The Special Edition,14
Public Pervert (Carlos D Remix),Interpol,Antics: The Special Edition,15
Gone Daddy Gone/I Just Want To Make Love To You,Gnarls Barkley,St. Elsewhere,4
Transformer (Instrumental),Gnarls Barkley,St. Elsewhere,15
The Boogie Monster (Instrumental),Gnarls Barkley,St. Elsewhere,16
The Morning Song,Folly,Insanity Later,1
"Repeat, I Repeat, Repeat",Folly,Insanity Later,3
"I've Been Running For Miles, Davis",Folly,Insanity Later,4
Discussion Is For The Pigs,Folly,Insanity Later,5
The Last Letter We Ever Wrote,Folly,Insanity Later,6
Pterodactyls In America,Folly,Insanity Later,7
Serenity Now!,Folly,Insanity Later,8
Today Jeremy Challenges The World,Folly,Insanity Later,9
The City Is Drowning,Folly,Insanity Later,10
Sweet Water Death,Folly,Insanity Later,11
The Weak And The Wounded,Folly,Insanity Later,12
The Seven Deadly Sins,Flogging Molly,Within A Mile Of Home,2
The Light of a Fading Star,Flogging Molly,Within A Mile Of Home,6
Tomorrow Comes A Day To Soon,Flogging Molly,Within A Mile Of Home,9
The Wanderlust,Flogging Molly,Within A Mile Of Home,11
Don't Let Me Die Still Wondering,Flogging Molly,Within A Mile Of Home,15
Laura,Flogging Molly,Whiskey On A Sunday,1
Drunken Lullabies,Flogging Molly,Whiskey On A Sunday,2
The Wanderlust,Flogging Molly,Whiskey On A Sunday,3
Another Bag Of Bricks,Flogging Molly,Whiskey On A Sunday,4
The Likes Of You Again,Flogging Molly,Whiskey On A Sunday,6
Swagger,Flogging Molly,Whiskey On A Sunday,7
Black Friday Rule,Flogging Molly,Whiskey On A Sunday,8
Within A Mile Of Home,Flogging Molly,Whiskey On A Sunday,9
What's Left Of The Flag,Flogging Molly,Whiskey On A Sunday,10
Swagger,Flogging Molly,Live At The Greek Theatre,2
Requiem for a Dying Song,Flogging Molly,Live At The Greek Theatre,3
Man With No Country,Flogging Molly,Live At The Greek Theatre,4
Every Dog Has Its Day,Flogging Molly,Live At The Greek Theatre,5
These Exiled Years,Flogging Molly,Live At The Greek Theatre,6
Drunken Lullabies,Flogging Molly,Live At The Greek Theatre,7
You Won't Make a Fool Out of Me,Flogging Molly,Live At The Greek Theatre,8
(No More) Paddy's Lament,Flogging Molly,Live At The Greek Theatre,9
Us of Lesser Gods,Flogging Molly,Live At The Greek Theatre,10
The Son Never Shines (On Closed Doors),Flogging Molly,Live At The Greek Theatre,11
Float,Flogging Molly,Live At The Greek Theatre,12
Tobacco Island,Flogging Molly,Live At The Greek Theatre,13
Devil's Dance Floor,Flogging Molly,Live At The Greek Theatre,15
If I Ever Leave This World Alive,Flogging Molly,Live At The Greek Theatre,16
Salty Dog,Flogging Molly,Live At The Greek Theatre,17
The Lightning Storm,Flogging Molly,Live At The Greek Theatre,18
The Wrong Company,Flogging Molly,Live At The Greek Theatre,20
The Story So Far,Flogging Molly,Live At The Greek Theatre,21
The Seven Deadly Sins,Flogging Molly,Live At The Greek Theatre,22
The Rare Ould Times,Flogging Molly,Drunken Lullabies,11
Yoshimi Battles The Pink Robots Part 1,The Flaming Lips,Yoshimi Battles The Pink Robots,3
Yoshimi Battles The Pink Robots Part 2,The Flaming Lips,Yoshimi Battles The Pink Robots,4
The Yeah Yeah Yeah Song,The Flaming Lips,At War With The Mystics,1
The Sound Of Failure,The Flaming Lips,At War With The Mystics,3
It Overtakes Me,The Flaming Lips,At War With The Mystics,7
Pompeii AM Gotterdammerung,The Flaming Lips,At War With The Mystics,11
Sumiregusa (Wild Violet),Enya,Amarantine,7
Can You Feel The Love Tonight (1996 LP),Elton John,Love Songs,1
The One,Elton John,Love Songs,2
Your Song,Elton John,Love Songs,6
Believe (1996 LP),Elton John,Love Songs,8
Blue Eyes (1996 LP),Elton John,Love Songs,9
Candle In The Wind (Live),Elton John,Love Songs,12
No Valentines (1996 Album Version),Elton John,Love Songs,14
Circle Of Life (1996 Album Version),Elton John,Love Songs,15
Don't Let The Sun Go Down On Me (Live),Elton John,Love Songs,7
Nite-Runner (Album Version),Duran Duran,Red Carpet Massacre,3
Tricked Out (Album Version),Duran Duran,Red Carpet Massacre,8
Your Spirit's Alive,Dropkick Murphys,The Warrior's Code,1
The Green Fields Of France (No Man's Land),Dropkick Murphys,The Warrior's Code,9
Last Letter Home,Dropkick Murphys,The Warrior's Code,13
Tessie (Bonus Track),Dropkick Murphys,The Warrior's Code,14
Famous For Nothing,Dropkick Murphys,The Meanest of Times Limited Edition,1
God Willing,Dropkick Murphys,The Meanest of Times Limited Edition,2
The State Of Massachusetts,Dropkick Murphys,The Meanest of Times Limited Edition,3
Tomorrow's Industry,Dropkick Murphys,The Meanest of Times Limited Edition,4
"Echoes On ""A"".Street",Dropkick Murphys,The Meanest of Times Limited Edition,5
Surrender,Dropkick Murphys,The Meanest of Times Limited Edition,7
(F)lannigan's Ball,Dropkick Murphys,The Meanest of Times Limited Edition,8
I'll Begin Again,Dropkick Murphys,The Meanest of Times Limited Edition,9
Fairmount Hill,Dropkick Murphys,The Meanest of Times Limited Edition,10
Loyal To No One,Dropkick Murphys,The Meanest of Times Limited Edition,11
Shattered,Dropkick Murphys,The Meanest of Times Limited Edition,12
Rude Awakenings,Dropkick Murphys,The Meanest of Times Limited Edition,13
"Johnny, I Hardly Knew Ya",Dropkick Murphys,The Meanest of Times Limited Edition,14
Never Forget,Dropkick Murphys,The Meanest of Times Limited Edition,15
Jailbreak,Dropkick Murphys,The Meanest of Times Limited Edition,16
The Thick Skin Of Defiance,Dropkick Murphys,The Meanest of Times Limited Edition,17
Forever (2007 Version),Dropkick Murphys,The Meanest of Times Limited Edition,18
Breakdown,Dropkick Murphys,The Meanest of Times Limited Edition,19
(F)lannigan's Ball (Original Version),Dropkick Murphys,The Meanest of Times Limited Edition,20
"Echoes On ""A"".Street",Dropkick Murphys,The Meanest Of Times,5
Vice And Virtues,Dropkick Murphys,The Meanest Of Times,6
(F)lannigan's Ball,Dropkick Murphys,The Meanest Of Times,8
Loyal To No One,Dropkick Murphys,The Meanest Of Times,11
The Legend of Finn MacCumhail,Dropkick Murphys,"Sing Loud, Sing Proud",2
Going Strong,Dropkick Murphys,Mob Mentality,4
Freedom,Dropkick Murphys,Mob Mentality,6
Borstal Boys,Dropkick Murphys,Mob Mentality,8
Mob Mentality (7 In. Version),Dropkick Murphys,Mob Mentality,12
World Full of Hate,Dropkick Murphys,Blackout,6
The Dirty Glass,Dropkick Murphys,Blackout,8
Kiss Me I'm #!@'faced,Dropkick Murphys,Blackout,14
Take My Hand,Dido,No Angel,12
Closer,Dido,Life For Rent,12
The Island,The Decemberists,The Crane Wife,2
O Valencia!,The Decemberists,The Crane Wife,4
The Perfect Crime #2,The Decemberists,The Crane Wife,5
The Crane Wife 1 & 2,The Decemberists,The Crane Wife,9
Sons & Daughters,The Decemberists,The Crane Wife,10
Culling Of The Fold,The Decemberists,The Crane Wife,11
The Face that Launched 1000 Shits,Death Cab for Cutie,Something About Airplanes,7
Amuptations,Death Cab for Cutie,Something About Airplanes,8
Album Credits [As Read by Mike West],Death Cab for Cutie,Narrow Stairs,13
Harder Better Faster Stronger (The Neptunes Remix),Daft Punk,Daft Club,3
Harder Better Faster Stronger (Jess And Crabbe Mix),Daft Punk,Daft Club,7
Everything's Not Lost (Includes Hidden Track 'Life Is For Living'),Coldplay,Parachutes,10
Til Kingdom Come,Coldplay,X & Y,13
Sigur Rós,Sigur Rós,Von,1
Dögun,Sigur Rós,Von,2
Hún Jörð,Sigur Rós,Von,3
Leit ad lifi,Sigur Rós,Von,4
Myrkur,Sigur Rós,Von,5
18 sekúndur fyrir sólarupprás,Sigur Rós,Von,6
Hafssól,Sigur Rós,Von,7
Veröld ný óg óð,Sigur Rós,Von,8
Von,Sigur Rós,Von,9
Mistur,Sigur Rós,Von,10
Syndir Guðs (opinberun frelsarans),Sigur Rós,Von,11
Rukrym,Sigur Rós,Von,12
Salka,Sigur Rós,Hvarf - Heim,1
Hljómalind,Sigur Rós,Hvarf - Heim,2
Í Gær,Sigur Rós,Hvarf - Heim,3
Von,Sigur Rós,Hvarf - Heim,4
Hafsól,Sigur Rós,Hvarf - Heim,5
Samskeyti [Live],Sigur Rós,Hvarf - Heim,6
Starálfur [Live],Sigur Rós,Hvarf - Heim,7
Voka [Live],Sigur Rós,Hvarf - Heim,8
Ágætis Byrjun [Live],Sigur Rós,Hvarf - Heim,9
Heysátan [Live],Sigur Rós,Hvarf - Heim,10
Von [Live],Sigur Rós,Hvarf - Heim,11
Gobbledigook,Sigur Rós,Með suð í eyrum við spilum endalaust,1
Inní mér syngur vitleysingur,Sigur Rós,Með suð í eyrum við spilum endalaust,2
Góðan daginn,Sigur Rós,Með suð í eyrum við spilum endalaust,3
Við spilum endalaust,Sigur Rós,Með suð í eyrum við spilum endalaust,4
Festival,Sigur Rós,Með suð í eyrum við spilum endalaust,5
Með suð í eyrum,Sigur Rós,Með suð í eyrum við spilum endalaust,6
Ára bátur,Sigur Rós,Með suð í eyrum við spilum endalaust,7
Illgresi,Sigur Rós,Með suð í eyrum við spilum endalaust,8
Fljótavík,Sigur Rós,Með suð í eyrum við spilum endalaust,9
Straumnes,Sigur Rós,Með suð í eyrum við spilum endalaust,10
All alright,Sigur Rós,Með suð í eyrum við spilum endalaust,11
Svefn - G - Englar (Intro),Sigur Rós,Agaetis Byrjun,1
Svefn - G - Englar,Sigur Rós,Agaetis Byrjun,2
Staralfur,Sigur Rós,Agaetis Byrjun,3
Flugufrelsarinn,Sigur Rós,Agaetis Byrjun,4
Ny batteri,Sigur Rós,Agaetis Byrjun,5
Hjartao hamast,Sigur Rós,Agaetis Byrjun,6
Viorar Vel Til Loftarasa,Sigur Rós,Agaetis Byrjun,7
Olsen Olsen,Sigur Rós,Agaetis Byrjun,8
Agaetis byrjun,Sigur Rós,Agaetis Byrjun,9
Avalon,Sigur Rós,Agaetis Byrjun,10
Untitled 1,Sigur Rós,( ),1
Untitled 2,Sigur Rós,( ),2
Untitled 3,Sigur Rós,( ),3
Untitled 4,Sigur Rós,( ),4
Untitled 5,Sigur Rós,( ),5
Untitled 6,Sigur Rós,( ),6
Untitled 7,Sigur Rós,( ),7
Untitled 8,Sigur Rós,( ),8
Bleecker Street,Simon & Garfunkel,Old Friends,1
The Sound Of Silence,Simon & Garfunkel,Old Friends,2
The Sun Is Burning,Simon & Garfunkel,Old Friends,3
"Wednesday Morning, 3 A.M",Simon & Garfunkel,Old Friends,4
He Was My Brother,Simon & Garfunkel,Old Friends,5
Sparrow,Simon & Garfunkel,Old Friends,6
Peggy-O,Simon & Garfunkel,Old Friends,7
Benedictus,Simon & Garfunkel,Old Friends,8
Somewhere They Can't Find Me,Simon & Garfunkel,Old Friends,9
We've Got A Groovy Thing Going On,Simon & Garfunkel,Old Friends,10
Leaves That Are Green,Simon & Garfunkel,Old Friends,11
Richard Cory,Simon & Garfunkel,Old Friends,12
I Am A rock,Simon & Garfunkel,Old Friends,13
The Sound Of Silence (single version),Simon & Garfunkel,Old Friends,14
Homeward Bound,Simon & Garfunkel,Old Friends,15
Blues Run The Game,Simon & Garfunkel,Old Friends,16
Kathy's Song,Simon & Garfunkel,Old Friends,17
April Come She Will,Simon & Garfunkel,Old Friends,18
Flowers Never Bend With The Rainfall,Simon & Garfunkel,Old Friends,19
Patterns,Simon & Garfunkel,Old Friends,20
Cloudy,Simon & Garfunkel,Old Friends,21
The Dangling Conversation,Simon & Garfunkel,Old Friends,22
The 59th Street Bridge Song ((Cancion Del Puente De La Calle),Simon & Garfunkel,Old Friends,24
"For Emily, Whenever I May Find her",Simon & Garfunkel,Old Friends,25
A Hazy Shade Of Winter,Simon & Garfunkel,Old Friends,27
At The Zoo,Simon & Garfunkel,Old Friends,28
A Poem On The Underground Wall,Simon & Garfunkel,Old Friends,29
Red Rubber Ball,Simon & Garfunkel,Old Friends,30
Blessed (Live),Simon & Garfunkel,Old Friends,31
Anji (Live),Simon & Garfunkel,Old Friends,32
A Church Is Burning (Live),Simon & Garfunkel,Old Friends,33
Fakin' It,Simon & Garfunkel,Old Friends,34
Save The Live Of My Child,Simon & Garfunkel,Old Friends,35
Program Open: America,Simon & Garfunkel,Old Friends,36
You Don't Know Where Your Interest Lies,Simon & Garfunkel,Old Friends,37
Punky's Dilemma,Simon & Garfunkel,Old Friends,38
Comfort And Joy,Simon & Garfunkel,Old Friends,39
Star Carol,Simon & Garfunkel,Old Friends,40
Mrs. Robinson,Simon & Garfunkel,Old Friends,41
Old Friend/ Bookends,Simon & Garfunkel,Old Friends,42
Overs (Live),Simon & Garfunkel,Old Friends,43
A Most Peculiar Man (Live),Simon & Garfunkel,Old Friends,44
Bye Bye Love,Simon & Garfunkel,Old Friends,45
The Boxer (El Boxeador),Simon & Garfunkel,Old Friends,46
Baby Driver,Simon & Garfunkel,Old Friends,47
Why Don'T You Write Me,Simon & Garfunkel,Old Friends,48
Feuilles-O,Simon & Garfunkel,Old Friends,49
Keep The Customer Satisfied,Simon & Garfunkel,Old Friends,50
"So Long, Frank Lloyd Wright",Simon & Garfunkel,Old Friends,51
Song For The Asking,Simon & Garfunkel,Old Friends,52
Cecilia,Simon & Garfunkel,Old Friends,53
El Condor Pasa/ If I Could,Simon & Garfunkel,Old Friends,54
Bridge Over Troubled Water,Simon & Garfunkel,Old Friends,55
The Only Living Boy In New York,Simon & Garfunkel,Old Friends,56
Hey Schoolgirl / Black Slacks,Simon & Garfunkel,Old Friends,57
That Silver Haired Daddy Of Mine,Simon & Garfunkel,Old Friends,58
My Little Town,Simon & Garfunkel,Old Friends,59
"For Emily, Whenever I May Find Her (Live)",Simon & Garfunkel,Greatest Hits,2
